id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
2972,Kindan no Mokushiroku Crystal Triangle,Crystal Triangle,MOVIE,FINISHED,1,86,SUMMER,1987,39.0,39.0,1015,1,0,2,Adventure|Mystery,ORIGINAL,Animate Film,JP,Demons|Military|Male Protagonist|Aliens|Religion,23,518,440,21,13,0,38,37,63,70,44,45,26,4,2,2,39.0,497,0.8853118712273642,0.0455531453362256,0.5103448275862069,331,0.012084592145015106,3.0064660422492318,0.3010299956639812,-13,Sebelum 2015
2973,Fire Tripper,Fire Tripper,OVA,FINISHED,1,50,FALL,1985,58.0,59.0,2289,15,0,3,Adventure|Romance|Sci-Fi,MANGA,Studio Pierrot,JP,Time Manipulation|Historical|Isekai|War|Rural,55,902,1279,27,26,0,15,27,44,71,183,210,196,83,69,12,58.0,1387,0.9221341023792358,0.020673813169984685,0.39405854084753167,910,0.08901098901098901,3.359645792674543,1.2041199826559248,-15,Sebelum 2015
2974,The Humanoid: Ai no Wakusei Lezaria,The Humanoid,OVA,FINISHED,1,47,WINTER,1986,45.0,46.0,1448,6,0,3,Drama|Mecha|Sci-Fi,,Kaname Production,JP,Female Protagonist|Heterosexual|Unrequited Love|Robots|Artificial Intelligence,49,620,718,39,22,0,30,53,86,94,80,69,35,27,8,22,45.0,828,0.8671497584541062,0.05151915455746367,0.4281767955801105,504,0.05952380952380952,3.1607685618611283,0.8450980400142568,-14,Sebelum 2015
2978,Shin Getter Robo,New Getter Robo,OVA,FINISHED,13,24,SPRING,2004,73.0,74.0,4678,102,0,5,Action|Adventure|Horror|Mecha|Sci-Fi,ORIGINAL,Brain's Base,JP,Super Robot|Demons|Gore|Male Protagonist|Dinosaurs,253,1962,2235,95,133,0,14,4,13,32,83,172,416,421,321,124,73.0,2716,0.822901325478645,0.0407725321888412,0.4194100042753313,1600,0.278125,3.670060217473134,2.012837224705172,4,Sebelum 2015
2980,Kuusou Kagaku Sekai Gulliver Boy,Fantascience World Gulliver Boy,TV,FINISHED,50,24,WINTER,1995,65.0,72.0,703,13,0,4,Action|Adventure|Fantasy|Mecha,,,JP,Magic,51,335,234,56,27,0,10,5,2,5,14,12,19,52,46,16,65.0,368,0.6358695652173914,0.19310344827586207,0.47652916073968704,181,0.3425414364640884,2.846955325019824,1.146128035678238,-5,Sebelum 2015
2983,Digital Devil Story: Megami Tensei,Digital Devil,OVA,FINISHED,1,45,SPRING,1987,49.0,49.0,3820,34,1,3,Adventure|Horror|Supernatural,LIGHT_NOVEL,Animate Film,JP,Demons|Gore|Revenge|Mythology|Anti-Hero,62,1328,2370,36,24,0,81,108,199,285,348,311,184,143,40,22,49.0,2492,0.9510433386837881,0.014962593516209476,0.34764397905759165,1721,0.03602556653108658,3.582063362911709,1.5440680443502757,-13,Sebelum 2015
2985,Majin Tantei Nougami Neuro,Neuro: Supernatural Detective,TV,FINISHED,25,23,FALL,2007,71.0,71.0,12099,155,0,3,Comedy|Mystery|Supernatural,MANGA,MADHOUSE,JP,Demons|Detective|Female Protagonist|Male Protagonist|Crime,481,5797,4720,632,469,0,33,26,48,115,277,479,931,825,472,317,71.0,6302,0.7489685814027293,0.11808669656203288,0.4791305066534424,3523,0.22395685495316492,4.082749476727281,2.1931245983544616,7,Sebelum 2015
2986,Bamboo Blade,,TV,FINISHED,26,24,FALL,2007,76.0,76.0,17872,1676,0,2,Comedy|Sports,MANGA,AIC A.S.T.A.,JP,School|Coming of Age|Martial Arts|School Club|Primarily Female Cast,569,6354,9490,811,648,0,33,29,69,133,499,867,1617,1666,1687,1067,76.0,11518,0.8239277652370203,0.07873022036695466,0.3555282005371531,7667,0.35920177383592017,4.252173155771533,3.2245330626060857,7,Sebelum 2015
2987,Ginga Hyouryuu Vifam,Round Vernian Vifam,TV,FINISHED,46,25,FALL,1983,70.0,73.0,2433,54,0,2,Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,War|Ensemble Cast|Found Family|Primarily Child Cast|Real Robot,104,1599,536,94,100,0,8,7,13,13,24,35,85,89,96,56,70.0,834,0.6426858513189448,0.1492063492063492,0.657213316892725,426,0.3568075117370892,3.3861421089308186,1.7403626894942439,-17,Sebelum 2015
2993,Rosario to Vampire,Rosario + Vampire,TV,FINISHED,13,25,WINTER,2008,63.0,63.0,123050,1761,3,4,Comedy|Ecchi|Fantasy|Romance,MANGA,GONZO,JP,School|Monster Girl|Male Protagonist|Female Harem|Vampire,4698,23652,86793,5441,2466,0,932,1190,2360,3835,7092,10973,13103,7339,4058,2541,63.0,99398,0.8731865832310509,0.05899126135698333,0.1922145469321414,53423,0.1235235759878704,5.0900816180388215,3.246005904076029,8,Sebelum 2015
2994,DEATH NOTE Rewrite,Death Note: Relight,SPECIAL,FINISHED,2,112,SUMMER,2007,74.0,74.0,43236,423,0,4,Mystery|Psychological|Supernatural|Thriller,MANGA,MADHOUSE,JP,Police|Detective|Anti-Hero|Gods|Kuudere,1162,13031,27799,585,659,0,109,68,174,306,1017,1871,3851,3649,2372,2014,74.0,30205,0.920344313855322,0.020610202931228862,0.3013923582200019,15431,0.28423303739226236,4.635845508170194,2.6273658565927325,7,Sebelum 2015
2997,Hi no Tori: Houou-hen,Phoenix: Karma Chapter,MOVIE,FINISHED,1,60,FALL,1986,66.0,68.0,1779,16,0,2,Drama|Fantasy,MANGA,MADHOUSE,JP,Historical|Primarily Adult Cast|Male Protagonist|Mythology|Gods,41,809,882,29,18,0,4,12,19,45,73,91,155,127,102,35,66.0,970,0.9092783505154639,0.031833150384193196,0.4547498594716133,663,0.2066365007541478,3.250175948083925,1.2304489213782739,-14,Sebelum 2015
2998,Hi no Tori: Uchuu-hen,The Phoenix -Space-,OVA,FINISHED,1,48,WINTER,1988,65.0,68.0,1443,10,0,3,Drama|Fantasy|Sci-Fi,MANGA,MADHOUSE,JP,Gods|Primarily Adult Cast|Space|Ensemble Cast,28,643,724,33,15,0,8,8,19,31,38,101,144,92,81,32,65.0,800,0.905,0.043593130779392336,0.4455994455994456,554,0.20397111913357402,3.159266331093494,1.041392685158225,-12,Sebelum 2015
2999,Hi no Tori: Yamato-hen,The Phoenix: Chapter of Yamato,OVA,FINISHED,1,48,SUMMER,1987,65.0,67.0,1241,12,0,1,Drama,MANGA,MADHOUSE,JP,Historical|Rural|Male Protagonist|Mythology|Gods,14,527,663,22,15,0,6,6,20,23,46,107,120,75,77,28,65.0,714,0.9285714285714286,0.032116788321167884,0.4246575342465753,508,0.20669291338582677,3.09377178149873,1.1139433523068367,-13,Sebelum 2015
3000,Taiho Shichauzo: Full Throttle,You're Under Arrest: Full Throttle,TV,FINISHED,23,20,FALL,2007,69.0,70.0,2914,26,0,2,Action|Comedy,MANGA,Studio DEEN,JP,Police|Primarily Adult Cast|Primarily Female Cast|Female Protagonist|Crossdressing,138,1445,1147,103,81,0,9,7,15,26,62,130,203,157,104,63,69.0,1469,0.7808032675289313,0.0824,0.49588194921070694,776,0.21520618556701032,3.4644895474339714,1.4313637641589874,7,Sebelum 2015
3001,Moyashimon,,TV,FINISHED,11,23,FALL,2007,72.0,73.0,15841,110,0,2,Comedy|Supernatural,MANGA,Telecom Animation Film,JP,Educational|School|College|Primarily Adult Cast|Agriculture,596,7951,6227,594,473,0,25,25,46,98,323,646,1353,1436,657,303,72.0,7890,0.7892268694550063,0.0870840052778185,0.5019253834985165,4912,0.19543973941368079,4.199782593968985,2.0453229787866576,7,Sebelum 2015
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Kaiji - Ultimate Survivor,TV,FINISHED,26,23,FALL,2007,82.0,82.0,96613,4703,5,2,Psychological|Thriller,MANGA,MADHOUSE,JP,Gambling|Survival|Primarily Adult Cast|Class Struggle|Primarily Male Cast,4891,38638,46810,2493,3781,0,159,60,157,326,738,1542,4857,10652,11349,5871,82.0,57975,0.8074169900819319,0.05056487434841693,0.3999254758676369,35711,0.48220436280137774,4.985035567910354,3.6724673130680823,7,Sebelum 2015
3003,Yumedamaya Kidan,,SPECIAL,FINISHED,1,24,FALL,2007,60.0,62.0,1170,4,0,2,Drama|Fantasy,ORIGINAL,,JP,Female Protagonist|Family Life,15,513,605,23,14,0,5,9,8,31,82,111,106,66,6,21,60.0,657,0.9208523592085236,0.03662420382165605,0.43846153846153846,445,0.060674157303370786,3.0681858617461617,0.6989700043360189,7,Sebelum 2015
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,,OVA,FINISHED,2,25,WINTER,2005,53.0,57.0,763,3,0,3,Adventure|Fantasy|Romance,OTHER,MADHOUSE,JP,Magic|Shoujo,27,323,369,22,22,0,16,9,13,16,29,36,28,15,7,20,53.0,440,0.8386363636363636,0.056265984654731455,0.4233289646133683,189,0.14285714285714285,2.8825245379548803,0.6020599913279624,5,Sebelum 2015
3005,Eigi: SHADOW SKILL,,OVA,FINISHED,1,51,FALL,1995,61.0,63.0,1998,17,0,3,Adventure|Drama|Fantasy,MANGA,Magic Bus,JP,Shounen,68,993,867,35,35,0,12,10,28,41,61,111,98,101,50,16,61.0,1005,0.8626865671641791,0.038802660753880266,0.496996996996997,528,0.125,3.3005954838899636,1.255272505103306,-5,Sebelum 2015
3006,Atashin'chi,,TV,FINISHED,330,25,SPRING,2002,69.0,71.0,1775,51,0,1,Comedy,MANGA,,JP,Family Life|Female Protagonist|Seinen|Chibi,237,459,764,160,155,0,12,8,8,9,53,66,124,110,114,42,69.0,1316,0.5805471124620061,0.17316017316017315,0.25859154929577466,546,0.2857142857142857,3.249198357391113,1.7160033436347992,2,Sebelum 2015
3007,BRONZE KoJI NANJo cathexis,,OVA,FINISHED,1,33,SUMMER,1994,52.0,53.0,1353,13,0,2,Drama|Music,MANGA,MADHOUSE,JP,Boys' Love|Primarily Male Cast|Musical Theater|Shoujo|Idol,28,479,786,35,25,0,46,28,34,51,97,95,65,40,30,19,52.0,874,0.8993135011441648,0.04263093788063337,0.3540280857354028,505,0.09702970297029703,3.131297796597623,1.146128035678238,-6,Sebelum 2015
3008,Time Bokan Series: Yatterman,,TV,FINISHED,108,25,WINTER,1977,60.0,63.0,1602,20,0,2,Adventure|Comedy,ORIGINAL,Tatsunoko Production,JP,Anti-Hero|Episodic|Nudity|Robots|Travel,93,746,563,111,89,0,17,12,13,13,54,79,127,48,26,22,60.0,856,0.6577102803738317,0.16468842729970326,0.4656679151061174,411,0.11678832116788321,3.204662511748219,1.3222192947339193,-23,Sebelum 2015
3009,Tiger Mask,Tiger Mask,TV,FINISHED,105,23,FALL,1969,68.0,70.0,3096,53,0,1,Sports,MANGA,Toei Animation,JP,Shounen|Wrestling|Primarily Male Cast|Martial Arts|Male Protagonist,196,1452,1148,168,132,0,11,17,16,23,70,115,198,145,125,72,68.0,1644,0.6982968369829684,0.1276595744680851,0.4689922480620155,792,0.24873737373737373,3.490800952010855,1.7323937598229686,-31,Sebelum 2015
3010,Kaiketsu Zorro,The Legend of Zorro,TV,FINISHED,52,24,SPRING,1996,67.0,68.0,3043,56,0,1,Adventure,OTHER,Ashi Productions,JP,Historical|Superhero|Swordplay|Henshin,286,1067,1427,164,99,0,9,10,13,44,111,167,273,154,91,79,67.0,1976,0.722165991902834,0.10307982401005657,0.35064081498521193,951,0.17875920084121977,3.483301952358167,1.7558748556724915,-4,Sebelum 2015
3011,Yotsunoha,,OVA,FINISHED,2,36,WINTER,2008,57.0,57.0,2809,13,0,2,Romance|Slice of Life,VISUAL_NOVEL,Hal Film Maker,JP,Male Protagonist|School|Primarily Female Cast|Time Skip|Female Harem,84,1147,1459,75,44,0,32,39,72,105,196,211,195,141,54,21,57.0,1662,0.8778580024067388,0.04889178617992177,0.4083303666785333,1066,0.07035647279549719,3.4485517392015783,1.146128035678238,8,Sebelum 2015
3012,Gekitou! Crush Gear TURBO,,TV,FINISHED,68,25,FALL,2001,66.0,68.0,1844,40,0,1,Sports,ORIGINAL,,JP,Shounen|Cars,148,487,1012,125,72,0,18,10,20,23,82,115,148,118,86,58,66.0,1357,0.7457627118644068,0.10993843447669305,0.26409978308026033,678,0.21238938053097345,3.2657609167176105,1.6127838567197355,1,Sebelum 2015
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Legend of the Galactic Heroes: My Conquest Is the Sea of Stars,MOVIE,FINISHED,1,60,WINTER,1988,76.0,76.0,15496,118,0,2,Action|Sci-Fi,OTHER,MADHOUSE,JP,Space Opera|Military|Primarily Adult Cast|Space|Historical,219,4141,10987,64,85,0,48,10,40,71,242,587,2028,2999,1475,515,76.0,11355,0.967591369440775,0.0057913311012578045,0.267230252968508,8015,0.24828446662507797,4.190219607711055,2.075546961392531,-12,Sebelum 2015
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Legend of the Galactic Heroes Gaiden: Golden Wings,MOVIE,FINISHED,1,60,,1992,59.0,60.0,5637,23,1,3,Action|Drama|Sci-Fi,OTHER,Magic Bus,JP,Military|Space Opera|Revenge|Politics|War,110,2620,2764,65,78,0,42,48,90,181,331,457,470,223,111,62,59.0,3017,0.9161418627775937,0.022976316719688937,0.4647862338123115,2015,0.0858560794044665,3.751048034820188,1.380211241711606,-8,Sebelum 2015
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Legend of the Galactic Heroes: Overture to a New War,MOVIE,FINISHED,1,90,FALL,1993,78.0,78.0,12759,107,0,3,Action|Drama|Sci-Fi,OTHER,Artland,JP,Space Opera|Military|Space|Primarily Adult Cast|Politics,175,3873,8535,62,114,0,49,10,24,52,161,317,1163,2374,1442,538,78.0,8886,0.9604996623902768,0.007211818076073049,0.30355043498706796,6130,0.32300163132137033,4.105816637433685,2.03342375548695,-7,Sebelum 2015
3019,Lupin III: Kiri no Elusive,Lupin the 3rd: The Elusiveness of the Fog,SPECIAL,FINISHED,1,92,SUMMER,2007,64.0,65.0,2403,6,0,2,Adventure|Comedy,MANGA,Telecom Animation Film,JP,Time Manipulation|Samurai|Male Protagonist|Primarily Adult Cast|Crime,56,923,1355,40,29,0,14,11,30,44,118,163,233,166,47,63,64.0,1480,0.9155405405405406,0.02867383512544803,0.38410320432792344,889,0.12373453318335208,3.3807537708039,0.8450980400142568,7,Sebelum 2015
3020,Gu-Gu Ganmo,,TV,FINISHED,50,25,SPRING,1984,65.0,72.0,632,15,0,1,Comedy,MANGA,Toei Animation,JP,Animals|Episodic|Slapstick|School|Nudity,32,297,215,59,29,0,11,0,4,5,16,19,13,45,29,31,65.0,335,0.6417910447761194,0.21532846715328466,0.4699367088607595,173,0.3468208092485549,2.800717078282385,1.2041199826559248,-16,Sebelum 2015
3021,Yume Senshi Wingman,Wingman,TV,FINISHED,47,23,WINTER,1984,62.0,66.0,1448,30,0,3,Action|Comedy|Romance,MANGA,Toei Animation,JP,Super Power|Nudity|Slapstick|Henshin|Superhero,113,872,323,72,68,0,18,1,7,15,25,41,40,40,51,17,62.0,576,0.5607638888888888,0.18227848101265823,0.6022099447513812,255,0.26666666666666666,3.1607685618611283,1.4913616938342726,-16,Sebelum 2015
3022,Hai Step Jun,,TV,FINISHED,45,24,SPRING,1985,64.0,70.0,732,18,0,3,Comedy|Romance|Sci-Fi,MANGA,Toei Animation,JP,Delinquents|Robots|School|Female Protagonist,51,342,243,58,38,0,11,4,7,6,20,21,19,25,30,39,64.0,390,0.6230769230769231,0.19269102990033224,0.4672131147540984,182,0.3791208791208791,2.864511081058392,1.2787536009528289,-15,Sebelum 2015
3023,Esper Mami,,TV,FINISHED,119,24,SPRING,1987,63.0,67.0,1067,19,0,3,Comedy|Ecchi|Supernatural,MANGA,,JP,Super Power|Magic|School|Shounen,70,540,287,92,78,0,13,6,8,11,22,41,29,62,37,24,63.0,527,0.5445920303605313,0.24274406332453827,0.5060918462980318,253,0.24110671936758893,3.0281644194244697,1.3010299956639813,-13,Sebelum 2015
3024,Ribbon no Kishi,Princess Knight,TV,FINISHED,52,23,SPRING,1967,64.0,66.0,2728,43,0,4,Action|Fantasy|Mystery|Romance,MANGA,Mushi Production,JP,Female Protagonist|Foreign|Shoujo|Fairy Tale|Swordplay,136,1644,646,172,130,0,15,8,14,30,62,77,88,103,65,33,64.0,1084,0.5959409594095941,0.21026894865525672,0.6026392961876833,495,0.19797979797979798,3.4358443659844413,1.6434526764861874,-33,Sebelum 2015
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,Dragon Slayer,OVA,FINISHED,2,22,FALL,1992,56.0,58.0,1040,6,0,2,Action|Fantasy,VIDEO_GAME,Amuse,JP,Magic|Dragons|Male Protagonist,34,478,484,33,11,0,14,12,29,35,66,75,36,75,10,19,56.0,562,0.8612099644128114,0.06382978723404255,0.4596153846153846,371,0.07816711590296496,3.0170333392987803,0.8450980400142568,-8,Sebelum 2015
3026,Compiler,,OVA,FINISHED,2,30,SPRING,1994,44.0,44.0,1401,6,0,5,Comedy|Drama|Ecchi|Romance|Sci-Fi,MANGA,Animate Film,JP,Aliens|Female Protagonist|Nudity|Coming of Age,52,718,546,52,33,0,27,46,41,58,70,62,22,16,8,5,44.0,683,0.7994143484626647,0.08695652173913043,0.5124910778015703,355,0.036619718309859155,3.1464381352857744,0.8450980400142568,-6,Sebelum 2015
3027,Hokuto no Ken: Yuria-den,Fist of the North Star: The Legend of the True Savior: Legend of Yuria,OVA,FINISHED,1,64,WINTER,2007,66.0,67.0,2596,24,0,3,Action|Adventure|Drama,,TMS Entertainment,JP,Female Protagonist|Martial Arts|Post-Apocalyptic|Shounen|War,87,927,1485,47,50,0,10,11,13,49,102,196,275,196,93,41,66.0,1669,0.889754343918514,0.030678851174934726,0.3570878274268105,986,0.1359026369168357,3.4143046881283317,1.3979400086720377,7,Sebelum 2015
3028,CLUSTER EDGE: Secret Episode,,OVA,FINISHED,3,24,FALL,2006,45.0,49.0,292,3,0,3,Action|Fantasy|Sci-Fi,ORIGINAL,,JP,Military|Primarily Male Cast|Aviation,14,149,103,15,11,0,4,9,1,5,12,17,6,1,3,2,45.0,143,0.7202797202797203,0.1271186440677966,0.5102739726027398,60,0.08333333333333333,2.4653828514484184,0.6020599913279624,6,Sebelum 2015
3031,Digimon Frontier: Ornismon Fukkatsu!!,Digimon Frontier: Island of Lost Digimon,MOVIE,FINISHED,1,40,SUMMER,2002,64.0,65.0,5371,41,0,5,Adventure|Comedy|Drama|Fantasy|Sci-Fi,ORIGINAL,Toei Animation,JP,War|Artificial Intelligence|Henshin|Male Protagonist|Primarily Child Cast,113,1104,4041,67,46,0,29,22,47,110,287,456,538,305,189,97,64.0,4267,0.9470353878603234,0.016309639727361245,0.205548315025135,2080,0.1375,3.7300551523755,1.6232492903979006,2,Sebelum 2015
3032,Digimon Tamers: Boukensha-tachi no Tatakai,Digimon Tamers: Battle of Adventurers,MOVIE,FINISHED,1,50,SUMMER,2001,65.0,66.0,5920,51,0,4,Action|Adventure|Drama|Sci-Fi,ORIGINAL,,JP,Artificial Intelligence|Primarily Child Cast|Kaiju|Ensemble Cast|Mythology,120,1104,4583,63,50,0,22,30,47,113,303,546,732,360,226,92,65.0,4816,0.9516196013289037,0.013560051657339646,0.1864864864864865,2471,0.12869283690813435,3.77232170672292,1.7160033436347992,1,Sebelum 2015
3033,Digimon Tamers: Bousou Digimon Tokkyuu,Digimon Tamers: Runaway Locomon,MOVIE,FINISHED,1,30,SPRING,2002,67.0,67.0,7529,84,0,4,Action|Adventure|Comedy|Sci-Fi,ORIGINAL,,JP,Trains|Primarily Child Cast|Male Protagonist|Artificial Intelligence|Kaiju,155,1313,5936,76,49,0,27,16,66,104,344,665,971,530,318,153,67.0,6216,0.954954954954955,0.012641383898868928,0.17439234958161776,3194,0.1474639949906074,3.8767372971406644,1.9294189257142929,2,Sebelum 2015
3035,Chouon Senshi Borgman,,TV,FINISHED,35,20,SPRING,1988,60.0,64.0,1642,17,0,2,Action|Sci-Fi,OTHER,,JP,Demons|Tokusatsu|Henshin|Superhero,93,1045,349,81,74,0,14,11,14,23,33,35,43,41,50,23,60.0,597,0.5845896147403685,0.1883720930232558,0.6364190012180267,287,0.25435540069686413,3.215373152783422,1.255272505103306,-12,Sebelum 2015
3036,Tobe! Isami,Soar High! Isami,TV,FINISHED,50,25,SPRING,1995,66.0,71.0,1074,18,0,4,Action|Adventure|Comedy|Romance,ORIGINAL,,JP,Episodic,84,557,316,68,49,0,7,3,7,6,22,25,55,70,45,21,66.0,517,0.6112185686653772,0.17708333333333334,0.5186219739292365,261,0.25287356321839083,3.0310042813635367,1.2787536009528289,-5,Sebelum 2015
3037,Ghost Sweeper Mikami: Gokuraku Daisakusen!!,Ghost Sweeper Mikami Movie,MOVIE,FINISHED,1,59,SUMMER,1994,64.0,67.0,1333,13,0,2,Comedy|Fantasy,MANGA,Toei Animation,JP,Vampire|Zombie|Female Protagonist|Kuudere|Ghost,40,602,630,32,29,0,11,2,10,19,58,84,97,75,22,45,64.0,731,0.8618331053351573,0.04833836858006042,0.45161290322580644,423,0.15839243498817968,3.1248301494138593,1.146128035678238,-6,Sebelum 2015
3043,Andersen Douwa Ningyo Hime,Hans Christian Andersen's The Little Mermaid,MOVIE,FINISHED,1,68,SPRING,1975,62.0,63.0,2140,18,0,3,Drama|Fantasy|Romance,OTHER,Toei Animation,JP,Fairy Tale|Foreign|Mermaid|Classic Literature|Royal Affairs,52,778,1244,48,18,0,15,15,25,61,108,166,200,104,85,28,62.0,1362,0.9133627019089574,0.03715170278637771,0.36355140186915885,807,0.14002478314745972,3.330413773349191,1.2787536009528289,-25,Sebelum 2015
3044,Tetsuwan Atom (1980),Astro Boy (1980),TV,FINISHED,52,24,FALL,1980,68.0,70.0,4477,91,0,4,Action|Adventure|Mecha|Sci-Fi,MANGA,Tezuka Productions,JP,Robots|Episodic|Artificial Intelligence|Shounen|Tragedy,256,1737,2026,212,246,0,14,19,24,34,115,195,374,247,145,109,68.0,2740,0.7394160583941606,0.09472743521000894,0.3879830243466607,1276,0.19905956112852666,3.6509870943834453,1.9637878273455553,-20,Sebelum 2015
3051,Yes! Precure 5: Kagami no Kuni no Miracle Daibouken!,,MOVIE,FINISHED,1,70,FALL,2007,70.0,72.0,2783,34,0,3,Action|Fantasy|Mahou Shoujo,ORIGINAL,Toei Animation,JP,Magic|Primarily Female Cast|Superhero|Female Protagonist|Super Power,81,763,1840,60,39,0,9,9,10,30,82,160,337,269,178,79,70.0,2020,0.9108910891089109,0.031578947368421054,0.27416457060725835,1163,0.22098022355975924,3.444513206334043,1.5440680443502757,7,Sebelum 2015
3053,Ganbare! Kickers,Fight! Kickers,TV,FINISHED,26,23,FALL,1986,64.0,65.0,2210,31,0,3,Comedy|Drama|Sports,MANGA,Studio Pierrot,JP,Shounen|Football|Primarily Male Cast|Male Protagonist|Primarily Child Cast,62,355,1660,90,43,0,12,20,26,40,158,232,255,159,88,60,64.0,1855,0.894878706199461,0.05142857142857143,0.16063348416289594,1050,0.14095238095238094,3.3443922736851106,1.505149978319906,-14,Sebelum 2015
3054,La Seine no Hoshi,,TV,FINISHED,39,23,SPRING,1975,63.0,67.0,1196,10,0,3,Action|Drama|Romance,OTHER,Sunrise,JP,Historical|Swordplay|Foreign|Female Protagonist,56,605,390,78,67,0,12,4,5,17,27,59,40,49,48,20,63.0,591,0.6598984771573604,0.16666666666666666,0.5058528428093646,281,0.24199288256227758,3.077731179652392,1.041392685158225,-25,Sebelum 2015
3057,LOVELESS Ohayou! Loveless-kun,,SPECIAL,FINISHED,6,2,FALL,2005,56.0,57.0,2545,15,0,3,Comedy|Fantasy|Supernatural,MANGA,,JP,Boys' Love,51,685,1725,54,30,0,52,35,56,94,149,216,166,91,69,35,56.0,1860,0.9274193548387096,0.03035413153456998,0.2691552062868369,963,0.10799584631360332,3.4056877866727775,1.2041199826559248,5,Sebelum 2015
3059,Ninja Senshi Tobikage,Ninja Robots Tobikage,TV,FINISHED,43,24,FALL,1985,64.0,68.0,1719,18,0,3,Adventure|Mecha|Sci-Fi,ORIGINAL,Studio Pierrot,JP,Aliens|Language Barrier|Tanks|Real Robot,101,1012,451,85,70,0,10,7,10,18,28,42,81,82,41,25,64.0,707,0.637906647807638,0.15858208955223882,0.5887143688190809,344,0.19186046511627908,3.2352758766870524,1.2787536009528289,-15,Sebelum 2015
3060,Dallos,Dallos,OVA,FINISHED,4,30,FALL,1983,59.0,59.0,5091,34,0,4,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Studio Pierrot,JP,Real Robot|Space|Ensemble Cast|Dystopian|War,130,2864,1905,110,82,0,25,26,67,141,306,367,266,156,73,56,59.0,2227,0.855410866636731,0.05459057071960298,0.5625613828324494,1483,0.08698583951449763,3.706803097037338,1.5440680443502757,-17,Sebelum 2015
3061,Kishin Heidan,Kishin Corps,OVA,FINISHED,7,33,SPRING,1993,63.0,67.0,1064,10,0,3,Adventure|Mecha|Sci-Fi,LIGHT_NOVEL,Ginga Teikoku,JP,Historical|Real Robot|Aliens|War|Military,36,597,354,45,32,0,10,3,4,11,40,55,44,42,46,19,63.0,467,0.7580299785867237,0.11278195488721804,0.5610902255639098,274,0.23722627737226276,3.0269416279590295,1.041392685158225,-7,Sebelum 2015
3064,Kizuoibito,Wounded Man,OVA,FINISHED,5,35,SUMMER,1986,34.0,33.0,1049,7,0,3,Action|Adventure|Ecchi,MANGA,Magic Bus,JP,Seinen|Mafia|Nudity|Male Protagonist|Martial Arts,45,535,367,69,33,0,86,57,36,28,34,20,21,8,7,9,34.0,514,0.7140077821011673,0.15825688073394495,0.5100095328884652,306,0.05228758169934641,3.020775488193558,0.9030899869919435,-14,Sebelum 2015
3065,Ozanari Dungeon: Kaze no Tou,,OVA,FINISHED,3,26,FALL,1991,60.0,63.0,1223,19,0,5,Action|Adventure|Comedy|Fantasy|Sci-Fi,MANGA,Tokyo Movie Shinsha,JP,Magic|Martial Arts|Dragons|Female Protagonist|Tomboy,37,555,563,38,30,0,13,2,23,35,57,89,77,77,54,8,60.0,668,0.842814371257485,0.0632279534109817,0.4538021259198692,435,0.1425287356321839,3.0874264570362855,1.3010299956639813,-9,Sebelum 2015
3067,Saraba Uchuu Senkan Yamato: Ai no Senshitachi,Farewell to Space Battleship Yamato: In the Name of Love,MOVIE,FINISHED,1,152,SUMMER,1978,68.0,71.0,1891,32,0,3,Action|Drama|Sci-Fi,ORIGINAL,Toei Animation,JP,Military|Space|Space Opera,55,886,877,44,29,0,8,9,18,17,68,71,136,108,121,48,68.0,1005,0.872636815920398,0.04777415852334419,0.4685351665785299,604,0.27980132450331124,3.27669152884504,1.5185139398778875,-22,Sebelum 2015
3069,Yamato yo Towa ni,Be Forever Yamato,MOVIE,FINISHED,1,150,SUMMER,1980,65.0,68.0,1734,19,0,3,Adventure|Drama|Sci-Fi,ORIGINAL,,JP,Space Opera|Space|Aliens|Military|Meta,63,821,780,40,30,0,11,18,10,31,42,70,121,121,98,11,65.0,913,0.8543263964950711,0.04878048780487805,0.4734717416378316,533,0.2045028142589118,3.2390490931401916,1.3010299956639813,-20,Sebelum 2015
