id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
3070,Wakusei Daikaiju Negadon,Negadon: The Monster from Mars,MOVIE,FINISHED,1,26,FALL,2005,46.0,48.0,567,3,0,4,Action|Fantasy|Mecha|Sci-Fi,ORIGINAL,Studio Magara,JP,Kaiju|Super Robot|Tokusatsu|Full CGI|Military,14,203,323,17,10,0,17,26,18,37,66,42,30,7,7,4,46.0,364,0.8873626373626373,0.05,0.35802469135802467,254,0.04330708661417323,2.7535830588929064,0.6020599913279624,5,Sebelum 2015
3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,Space Battleship Yamato: The New Voyage,SPECIAL,FINISHED,1,95,SUMMER,1979,62.0,64.0,1695,15,0,2,Drama|Sci-Fi,ORIGINAL,Academy Productions,JP,Space Opera|Military,52,844,738,31,30,0,12,18,14,22,65,79,132,97,40,14,62.0,851,0.8672150411280846,0.04031209362808843,0.49793510324483775,493,0.10953346855983773,3.229169702539101,1.2041199826559248,-21,Sebelum 2015
3072,Uchuu Senkan Yamato: Kanketsu-hen,Space Battleship Yamato - Final Chapter,MOVIE,FINISHED,1,163,SPRING,1983,67.0,69.0,1771,24,0,2,Drama|Sci-Fi,ORIGINAL,,JP,Space Opera|Space|Military,47,925,723,39,37,0,12,14,6,14,31,58,131,86,89,24,67.0,846,0.8546099290780141,0.051181102362204724,0.5223037831733484,465,0.24301075268817204,3.248218561190075,1.3979400086720377,-17,Sebelum 2015
3073,Robby & Kerobby,Robby & Kerobby,TV,FINISHED,52,25,SPRING,2007,,44.0,191,1,0,1,Comedy,ORIGINAL,,JP,,28,74,54,30,5,0,7,8,1,1,3,8,5,0,1,3,44.0,117,0.46153846153846156,0.35714285714285715,0.387434554973822,37,0.10810810810810811,2.2810333672477277,0.3010299956639812,7,Sebelum 2015
3075,Time Kyoshitsu: Tondera House no Daibouken,The Flying House,TV,FINISHED,52,24,SPRING,1982,50.0,54.0,494,6,0,2,Adventure|Sci-Fi,ORIGINAL,,JP,Kids|Time Manipulation|Historical|Classic Literature,24,183,211,53,23,0,19,12,5,7,23,15,18,12,10,13,50.0,311,0.6784565916398714,0.20075757575757575,0.37044534412955465,134,0.17164179104477612,2.693726948923647,0.8450980400142568,-18,Sebelum 2015
3076,Bishoujo Senshi Sailor Moon SuperS Special,,SPECIAL,FINISHED,3,16,SPRING,1995,68.0,69.0,4853,36,0,4,Action|Fantasy|Mahou Shoujo|Romance,MANGA,Toei Animation,JP,Magic|Shoujo|Female Protagonist|Primarily Female Cast|Tomboy,84,1485,3183,52,49,0,15,10,29,51,193,310,461,270,196,149,68.0,3368,0.9450712589073634,0.0160741885625966,0.30599629095404907,1684,0.20486935866983372,3.6860102913152857,1.568201724066995,-5,Sebelum 2015
3077,Warau Salesman,Laughing Salesman,TV_SHORT,FINISHED,104,10,FALL,1989,66.0,68.0,3131,63,0,5,Comedy|Drama|Horror|Psychological|Supernatural,MANGA,,JP,Episodic|Primarily Adult Cast|Primarily Male Cast|Work|Seinen,330,1831,544,202,224,0,20,9,15,22,53,98,106,98,88,54,66.0,1300,0.41846153846153844,0.2707774798927614,0.5847971893963589,563,0.2522202486678508,3.4956830676169153,1.806179973983887,-11,Sebelum 2015
3079,Aoki Ryuusei SPT Layzner,Blue Comet SPT Layzner,TV,FINISHED,38,24,FALL,1985,68.0,70.0,3937,82,0,4,Action|Adventure|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Military|Space|War|Male Protagonist|Dystopian,214,2361,1118,98,146,0,13,6,19,49,70,126,180,161,147,66,68.0,1576,0.7093908629441624,0.0805921052631579,0.5996951993903987,837,0.25448028673835127,3.5951654147902294,1.919078092376074,-15,Sebelum 2015
3080,Anime Tenchou,,OVA,FINISHED,1,2,SUMMER,2002,58.0,58.0,4551,10,0,1,Action,OTHER,Gainax,JP,Parody|Advertisement|Male Protagonist|Otaku Culture|Urban,32,945,3512,34,28,0,48,56,95,159,445,554,444,140,88,68,58.0,3606,0.9739323349972269,0.009588268471517203,0.20764667106130522,2097,0.07439198855507868,3.658106835506393,1.041392685158225,2,Sebelum 2015
3081,Attacker YOU!,Attacker You!,TV,FINISHED,58,23,SPRING,1984,65.0,66.0,2583,42,0,2,Romance|Sports,OTHER,Knack Productions,JP,Volleyball|Female Protagonist|School|Primarily Female Cast|Shoujo,110,909,1282,160,122,0,15,9,13,38,91,209,202,149,77,50,65.0,1674,0.7658303464755077,0.11095700416088766,0.3519163763066202,853,0.1488862837045721,3.412124406173317,1.6334684555795866,-16,Sebelum 2015
3085,Koharu Biyori,Indian Summer,OVA,FINISHED,3,30,FALL,2007,61.0,61.0,4770,28,0,3,Comedy|Ecchi|Sci-Fi,MANGA,Daume,JP,Robots|Male Protagonist|Maids|Parody|Nudity,201,1891,2425,136,117,0,45,43,73,134,255,377,369,283,83,75,61.0,2879,0.8423063563737408,0.05310425614994143,0.39643605870020965,1737,0.09096142774899252,3.678518379040114,1.462397997898956,7,Sebelum 2015
3086,Strait Jacket,Strait Jacket,OVA,FINISHED,3,26,FALL,2007,64.0,64.0,4940,16,0,3,Action|Fantasy|Sci-Fi,LIGHT_NOVEL,feel.,JP,Gore|Military|Male Protagonist|Anti-Hero|Magic,144,2241,2359,102,94,0,22,19,59,125,212,374,476,295,102,75,64.0,2699,0.87402741756206,0.04144656643640796,0.4536437246963563,1759,0.10062535531552018,3.693726948923647,1.2304489213782739,7,Sebelum 2015
3087,Cencoroll,,MOVIE,FINISHED,1,27,SUMMER,2009,68.0,68.0,30629,228,0,2,Action|Sci-Fi,ORIGINAL,Think Corporation,JP,Urban Fantasy|Kaiju|Aliens|Shapeshifting|Primarily Teen Cast,604,14341,15356,95,233,0,54,72,165,352,1075,1924,3523,2328,876,396,68.0,16288,0.9427799607072691,0.006148469354734321,0.4682163962257991,10765,0.11816070599163957,4.486132817845704,2.359835482339888,9,Sebelum 2015
3088,Tokyo Marble Chocolate,Tokyo Marble Chocolate,OVA,FINISHED,2,26,WINTER,2007,67.0,67.0,6483,35,0,3,Fantasy|Romance|Slice of Life,ORIGINAL,Production I.G,JP,Animals|Primarily Adult Cast|Heterosexual|Snowscape|Male Protagonist,140,3008,3175,75,85,0,16,18,40,98,265,491,766,462,192,94,67.0,3475,0.9136690647482014,0.023076923076923078,0.46398272404750884,2442,0.11711711711711711,3.811776021602904,1.5563025007672873,7,Sebelum 2015
3089,Sky Crawlers,The Sky Crawlers,MOVIE,FINISHED,1,122,SUMMER,2008,71.0,71.0,16685,331,0,2,Drama|Psychological,OTHER,Production I.G,JP,Military|War|Philosophy|Dystopian|Male Protagonist,296,9291,6862,97,139,0,36,54,108,180,415,742,1255,1191,739,416,71.0,7394,0.9280497700838518,0.013938784308090243,0.556847467785436,5136,0.22488317757009346,4.222326210990811,2.5211380837040362,8,Sebelum 2015
3090,Aa! Megami-sama!: Tatakau Tsubasa,Oh! My Goddess: Fighting Wings,SPECIAL,FINISHED,2,24,FALL,2007,72.0,73.0,4828,28,0,3,Comedy|Romance|Supernatural,MANGA,AIC,JP,Gods|Seinen|Primarily Adult Cast|Kuudere|Magic,109,1462,3137,56,64,0,9,3,22,26,105,250,582,484,240,145,72.0,3366,0.9319667260843731,0.017538365173817728,0.3028169014084507,1866,0.20632368703108253,3.6837672614253116,1.462397997898956,7,Sebelum 2015
3091,xxxHOLiC◆Kei,,TV,FINISHED,13,24,SPRING,2008,80.0,80.0,23368,362,0,6,Comedy|Drama|Horror|Mystery|Psychological|Supernatural,MANGA,Production I.G,JP,Male Protagonist|Seinen|Urban|Curses|Mythology,706,8786,13168,290,418,0,29,14,31,60,203,487,1463,2747,2192,1115,80.0,14582,0.9030311342751337,0.02154852132560559,0.37598425196850394,8341,0.3964752427766455,4.368621543965493,2.5599066250361124,8,Sebelum 2015
3092,Junjou Romantica,Junjo Romantica,TV,FINISHED,12,24,SPRING,2008,66.0,66.0,38183,843,1,3,Comedy|Drama|Romance,MANGA,Studio DEEN,JP,Boys' Love|Primarily Male Cast|LGBTQ+ Themes|Primarily Adult Cast|Josei,1255,7083,27403,1705,737,0,551,414,636,953,1621,2422,3287,2807,2094,1830,66.0,31100,0.8811254019292605,0.0585749622097018,0.18550140114710736,16615,0.23617213361420403,4.5818700474798915,2.926342446625655,8,Sebelum 2015
3095,Sono ki ni Sasete yo my Mai Mai,My My Mai,OVA,FINISHED,4,22,FALL,1993,49.0,51.0,1641,10,0,3,Comedy|Ecchi|Supernatural,MANGA,J.C.STAFF,JP,Surreal Comedy|Nudity|Episodic|Female Protagonist|Demons,105,921,532,52,31,0,22,25,38,40,77,74,62,21,9,8,49.0,720,0.7388888888888889,0.08904109589041095,0.5612431444241316,376,0.04521276595744681,3.215108581053093,1.041392685158225,-7,Sebelum 2015
3098,Shutsugeki! Machine Robo Rescue,,TV,FINISHED,53,23,WINTER,2003,67.0,72.0,821,14,0,3,Action|Mecha|Sci-Fi,ORIGINAL,,JP,Kids,55,271,412,55,28,0,19,2,8,4,33,32,36,30,70,52,67.0,550,0.7490909090909091,0.11777301927194861,0.33008526187576126,286,0.42657342657342656,2.9143431571194407,1.1760912590556813,3,Sebelum 2015
3099,Juusenshi Gulkeeva,,TV,FINISHED,26,23,SPRING,1995,59.0,65.0,982,10,0,3,Action|Fantasy|Mecha,ORIGINAL,Sunrise,JP,Super Power|Super Robot|Animals|Anthropomorphism|Isekai,62,594,232,55,39,0,12,4,6,14,30,22,13,30,36,17,59.0,388,0.5979381443298969,0.1916376306620209,0.604887983706721,184,0.28804347826086957,2.99211148778695,1.041392685158225,-5,Sebelum 2015
3100,Kamen Rider SD Kaiki?! Kumo Otoko,,OVA,FINISHED,1,29,SPRING,1993,58.0,60.0,838,13,0,2,Action|Comedy,MANGA,,JP,Tokusatsu|Chibi|Parody|Primarily Male Cast,31,263,505,24,15,0,10,13,9,34,63,51,70,43,28,16,58.0,575,0.8782608695652174,0.045368620037807186,0.3138424821002387,337,0.13056379821958458,2.9232440186302764,1.146128035678238,-7,Sebelum 2015
3101,F-ZERO: Falcon Densetsu,F-Zero: GP Legend,TV,FINISHED,51,23,FALL,2003,62.0,64.0,2792,35,0,5,Action|Adventure|Mecha|Sci-Fi|Sports,VIDEO_GAME,Ashi Productions,JP,Cars|Police|Terrorism|Conspiracy|Male Protagonist,182,1420,827,199,164,0,19,8,33,32,82,168,114,84,57,50,62.0,1372,0.6027696793002916,0.19395711500974658,0.5085959885386819,647,0.16537867078825347,3.4459154139511234,1.5563025007672873,3,Sebelum 2015
3104,Geisters: Fractions of the Earth,,TV,FINISHED,26,24,FALL,2001,41.0,42.0,574,6,0,2,Action|Sci-Fi,ORIGINAL,,JP,,41,354,111,44,24,0,19,3,4,7,12,11,4,2,1,5,41.0,220,0.5045454545454545,0.2838709677419355,0.6167247386759582,68,0.08823529411764706,2.7589118923979736,0.8450980400142568,1,Sebelum 2015
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,The Girl in the Wind: Jeanie with the Light Brown Hair,TV,FINISHED,52,20,FALL,1992,65.0,69.0,1351,11,0,1,Drama,,Nippon Animation,JP,Historical|Foreign|Classic Literature|Class Struggle|Tragedy,56,781,401,58,55,0,9,4,2,10,25,55,55,54,46,21,65.0,570,0.7035087719298245,0.12636165577342048,0.5780903034789046,281,0.23843416370106763,3.130655349022031,1.0791812460476249,-8,Sebelum 2015
3111,Nasu: Suitcase no Wataridori,Nasu: A Migratory Bird with Suitcase,OVA,FINISHED,1,54,FALL,2007,66.0,68.0,1683,4,0,2,Drama|Sports,MANGA,MADHOUSE,JP,Cycling|Seinen|Suicide|Outdoor Activities|Primarily Male Cast,32,699,917,20,15,0,4,5,11,14,78,117,252,130,67,21,66.0,984,0.931910569105691,0.021344717182497332,0.41532976827094475,699,0.12589413447782546,3.226084115975824,0.6989700043360189,7,Sebelum 2015
3112,Papillon Rose,,TV,FINISHED,6,25,WINTER,2006,39.0,39.0,1913,11,0,4,Comedy|Ecchi|Mahou Shoujo|Sci-Fi,ORIGINAL,Studio Kelmadick,JP,Nudity|Parody|Henshin|Aliens|Female Protagonist,104,937,685,127,60,0,98,71,82,78,57,33,51,43,5,10,39.0,976,0.701844262295082,0.1564039408866995,0.48980658651332987,528,0.028409090909090908,3.281714970027296,1.0791812460476249,6,Sebelum 2015
3113,Pinky:st.,,OVA,FINISHED,2,13,SUMMER,2006,37.0,36.0,661,1,0,2,Comedy|Slice of Life,OTHER,GONZO,JP,Female Protagonist|Henshin|CGI|Otaku Culture|Alternate Universe,28,251,340,23,19,0,45,28,52,52,42,19,4,3,4,8,37.0,410,0.8292682926829268,0.06336088154269973,0.37972768532526474,257,0.04669260700389105,2.82020145948564,0.3010299956639812,6,Sebelum 2015
3114,Chiisana Kyojin Microman,,TV,FINISHED,52,20,WINTER,1999,63.0,70.0,682,14,0,5,Action|Adventure|Comedy|Mecha|Sci-Fi,OTHER,Studio Pierrot,JP,Kids,47,352,207,51,25,0,8,11,0,10,6,18,16,25,41,21,63.0,330,0.6272727272727273,0.19767441860465115,0.5161290322580645,156,0.3974358974358974,2.833784374656479,1.1760912590556813,-1,Sebelum 2015
3115,Toki no Tabibito: Time Stranger,,MOVIE,FINISHED,1,95,FALL,1986,59.0,61.0,2131,14,0,4,Action|Adventure|Romance|Sci-Fi,OTHER,MADHOUSE,JP,Time Manipulation|Fugitive|Historical|Primarily Teen Cast|Primarily Male Cast,58,1244,766,33,30,0,21,9,26,43,88,162,89,78,43,28,59.0,887,0.8635851183765502,0.04130162703379224,0.5837634913186297,587,0.12095400340715502,3.328583449714202,1.1760912590556813,-14,Sebelum 2015
3116,Dash! Yonkurou,,TV,FINISHED,25,20,FALL,1989,64.0,68.0,729,20,0,1,Sports,MANGA,Aubec,JP,Cars|Kids,49,219,381,51,29,0,7,12,11,22,29,33,40,50,52,37,64.0,510,0.7470588235294118,0.11805555555555555,0.3004115226337449,293,0.3037542662116041,2.8627275283179747,1.3222192947339193,-11,Sebelum 2015
3120,Bobby ni Kubittake,,MOVIE,FINISHED,1,44,SPRING,1985,57.0,58.0,2368,29,0,2,Drama|Romance,OTHER,MADHOUSE,JP,Motorcycles|Male Protagonist|Coming of Age|Foreign,40,1234,1024,42,28,0,25,18,44,76,139,162,117,103,45,25,57.0,1134,0.9029982363315696,0.039399624765478425,0.5211148648648649,754,0.09283819628647215,3.374381698050882,1.4771212547196624,-15,Sebelum 2015
3121,Kodomo no Jikan OVA,,OVA,FINISHED,3,24,FALL,2007,66.0,66.0,6839,42,0,2,Comedy|Ecchi,MANGA,diomedéa,JP,School|Age Gap|Primarily Child Cast|Primarily Female Cast|Female Protagonist,179,1357,5065,123,115,0,87,43,92,172,279,569,907,608,299,204,66.0,5482,0.9239328712148851,0.023708558211256746,0.1984208217575669,3260,0.15429447852760736,3.83499260373303,1.6334684555795866,7,Sebelum 2015
3125,Tokimeki Tonight,,TV,FINISHED,34,24,FALL,1982,69.0,70.0,4550,90,0,3,Comedy|Fantasy|Romance,MANGA,Group TAC,JP,Shoujo|Female Protagonist|Vampire|Family Life|Love Triangle,289,2754,1144,136,227,0,10,19,22,21,82,108,187,181,144,74,69.0,1796,0.6369710467706013,0.10625,0.6052747252747253,848,0.25707547169811323,3.6580113966571126,1.9590413923210936,-18,Sebelum 2015
3127,California Crisis: Tsuigeki no Hibana,California Crisis: Gun Salvo,OVA,FINISHED,1,45,SUMMER,1986,55.0,56.0,3555,26,0,3,Action|Adventure|Comedy,ORIGINAL,Studio Unicorn,JP,Foreign|Travel|Fugitive|Female Protagonist|Primarily Adult Cast,58,1443,1981,37,36,0,35,47,107,168,302,331,241,131,37,54,55.0,2112,0.9379734848484849,0.018334985133795837,0.4059071729957806,1453,0.06262904335856848,3.550839605065785,1.4313637641589874,-14,Sebelum 2015
3129,Kaibutsu-kun,,TV,FINISHED,49,25,SPRING,1968,64.0,69.0,660,9,0,2,Comedy|Horror,MANGA,,JP,Achromatic|Demons|Shounen|Werewolf|Vampire,41,180,336,75,28,0,9,5,7,8,17,44,34,46,51,15,64.0,480,0.7,0.18248175182481752,0.2727272727272727,236,0.2796610169491525,2.8195439355418688,1.0,-32,Sebelum 2015
3130,Kaibutsu-kun (1980),,TV,FINISHED,94,25,FALL,1980,64.0,68.0,760,14,0,2,Comedy|Horror,MANGA,,JP,Episodic|Shounen|Demons|Vampire|Werewolf,32,177,453,72,26,0,5,4,11,9,31,52,78,41,50,18,64.0,583,0.7770154373927959,0.13714285714285715,0.23289473684210527,299,0.22742474916387959,2.8808135922807914,1.1760912590556813,-20,Sebelum 2015
3131,Ashita Tenki ni Naare,,TV,FINISHED,47,25,FALL,1984,61.0,67.0,428,3,0,1,Sports,MANGA,,JP,Golf,17,132,222,43,14,0,11,4,12,3,14,16,14,50,41,3,61.0,296,0.75,0.16226415094339622,0.308411214953271,168,0.2619047619047619,2.6314437690131722,0.6020599913279624,-16,Sebelum 2015
3132,Boukensha: THE MAN WAS FROM SPAIN,Christopher Columbus,TV,FINISHED,26,25,FALL,1992,49.0,52.0,589,2,0,1,Adventure,,Nippon Animation,JP,Historical|Travel|Ships|Foreign,26,290,198,55,20,0,15,5,9,12,30,22,30,8,8,2,49.0,299,0.6622073578595318,0.21739130434782608,0.4923599320882852,141,0.07092198581560284,2.7701152947871015,0.47712125471966244,-8,Sebelum 2015
3135,Dragon's Heaven,Dragon's Heaven,OVA,FINISHED,1,43,WINTER,1988,61.0,61.0,6673,75,0,5,Action|Adventure|Fantasy|Mecha|Sci-Fi,MANGA,AIC,JP,Female Protagonist|Post-Apocalyptic|Artificial Intelligence|War|Space Opera,139,3296,3160,46,32,0,34,47,100,173,348,562,491,298,143,73,61.0,3377,0.9357417826473201,0.014348097317529632,0.4939307657725161,2269,0.09519612163948876,3.8243211248507714,1.8808135922807914,-12,Sebelum 2015
3136,Ochamegami Monogatari: Korokoro Poron,Little Pollon,TV,FINISHED,46,22,SPRING,1982,68.0,70.0,1335,24,0,1,Comedy,MANGA,,JP,Shoujo|Mythology|Gods,62,371,747,82,73,0,8,7,7,18,28,80,140,137,56,43,68.0,964,0.774896265560166,0.09891435464414958,0.27790262172284647,524,0.18893129770992367,3.125481265700594,1.3979400086720377,-18,Sebelum 2015
3137,Tsurikichi Sanpei,,TV,FINISHED,109,25,SPRING,1980,67.0,69.0,2096,37,0,2,Adventure|Sports,MANGA,Nippon Animation,JP,Fishing|Shounen,124,1050,712,119,91,0,9,13,12,14,37,65,119,146,59,28,67.0,1046,0.6806883365200764,0.14320096269554752,0.5009541984732825,502,0.17330677290836655,3.321391278311689,1.5797835966168101,-20,Sebelum 2015
3138,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",,SPECIAL,FINISHED,1,43,SUMMER,2006,62.0,65.0,892,4,0,2,Comedy|Drama,ORIGINAL,GONZO,JP,,18,273,565,21,15,0,6,4,11,8,47,76,93,79,18,7,62.0,619,0.9127625201938611,0.03583617747440273,0.3060538116591928,349,0.07163323782234957,2.950364854376123,0.6989700043360189,6,Sebelum 2015
3146,GR: Giant Robo,,TV,FINISHED,13,25,WINTER,2007,63.0,66.0,2235,24,0,3,Adventure|Mecha|Sci-Fi,,A.C.G.T.,JP,Conspiracy|Lost Civilization|Shounen|Super Robot|Male Protagonist,103,1442,560,74,56,0,7,12,15,29,56,67,66,75,46,41,63.0,793,0.7061790668348046,0.1167192429022082,0.6451901565995526,414,0.21014492753623187,3.3492775274679554,1.3979400086720377,7,Sebelum 2015
3147,Megumi no Daigo: Kajiba no Baka Yarou,Daigo of Fire Company,MOVIE,FINISHED,1,45,SUMMER,1999,57.0,58.0,1567,5,0,1,Drama,MANGA,,JP,Firefighters|Shounen|Work|Urban|Male Protagonist,40,724,748,35,20,0,12,11,27,45,97,147,113,47,31,6,57.0,843,0.8873072360616845,0.04469987228607918,0.4620293554562859,536,0.06902985074626866,3.1950689964685903,0.7781512503836436,-1,Sebelum 2015
3151,Genei Toushi Bastof Lemon,BASToF Syndrome,TV,FINISHED,26,24,SPRING,2001,47.0,51.0,524,0,0,3,Adventure|Mecha|Sci-Fi,ORIGINAL,,KR,Video Games|Virtual World|Ensemble Cast|Memory Manipulation|Amnesia,34,256,145,66,23,0,12,1,8,5,20,27,5,6,3,3,47.0,268,0.5410447761194029,0.3127962085308057,0.48854961832061067,90,0.06666666666666667,2.7193312869837265,0.0,1,Sebelum 2015
3152,Download: Namu Amida Butsu wa Ai no Uta,,OVA,FINISHED,1,47,FALL,1992,59.0,60.0,3440,31,0,4,Action|Adventure|Psychological|Sci-Fi,ORIGINAL,MADHOUSE,JP,Cyberpunk|Male Protagonist|Software Development|Death Game|Motorcycles,83,1991,1315,31,20,0,14,22,53,96,172,219,164,115,78,31,59.0,1449,0.9075224292615597,0.023031203566121844,0.5787790697674419,964,0.11307053941908714,3.53655844257153,1.505149978319906,-8,Sebelum 2015
3153,Kagaku Ninja-Tai Gatchaman (Movie),Gatchaman: The Movie,MOVIE,FINISHED,1,110,SUMMER,1978,55.0,58.0,724,5,0,3,Action|Adventure|Sci-Fi,,,JP,Shounen|Super Power|Ensemble Cast,22,320,340,31,11,0,6,5,15,16,49,35,31,47,4,5,55.0,404,0.8415841584158416,0.08355795148247978,0.4419889502762431,213,0.04225352112676056,2.859738566197147,0.7781512503836436,-22,Sebelum 2015
3154,GATCHAMAN,GATCHAMAN,OVA,FINISHED,3,45,FALL,1994,60.0,62.0,2262,19,0,3,Action|Adventure|Sci-Fi,,Tatsunoko Production,JP,Super Power|Superhero|Shounen,90,1405,675,55,37,0,14,3,21,18,53,110,114,62,20,18,60.0,857,0.7876312718786465,0.07534246575342465,0.621131741821397,433,0.08775981524249422,3.3544926005894364,1.3010299956639813,-6,Sebelum 2015
3155,Kingyo Chuuihou! (Movie),,MOVIE,FINISHED,1,21,SPRING,1992,59.0,64.0,458,8,0,2,Action|Comedy,,Toei Animation,JP,Chibi|Slapstick|Ojou-sama|Surreal Comedy|Primarily Child Cast,16,175,238,23,6,0,6,3,4,12,21,35,30,20,27,6,59.0,283,0.8409893992932862,0.08812260536398467,0.38209606986899564,164,0.20121951219512196,2.660865478003869,0.9542425094393249,-8,Sebelum 2015
3157,Guardian Hearts-Power UP!,Guardian Hearts-Power UP!,OVA,FINISHED,4,17,WINTER,2005,51.0,52.0,1120,9,0,5,Action|Comedy|Ecchi|Fantasy|Romance,MANGA,,JP,Magic|Henshin|Aliens|Female Harem|Urban Fantasy,56,419,582,36,27,0,33,21,34,58,76,67,43,40,7,27,51.0,701,0.8302425106990015,0.05825242718446602,0.37410714285714286,406,0.08374384236453201,3.0492180226701815,1.0,5,Sebelum 2015
3159,The♥Kabocha Wine,,TV,FINISHED,95,25,SUMMER,1982,65.0,69.0,1740,24,0,3,Comedy|Romance|Slice of Life,MANGA,Toei Animation,JP,School|Seinen|Episodic|Heterosexual,154,1075,285,94,132,0,18,2,9,12,27,27,41,51,66,27,65.0,665,0.42857142857142855,0.24802110817941952,0.617816091954023,280,0.33214285714285713,3.2405492482825995,1.3979400086720377,-18,Sebelum 2015
3162,Makiba no Shoujo Katri,Katri,TV,FINISHED,49,25,WINTER,1984,66.0,70.0,1762,24,0,3,Adventure|Drama|Slice of Life,OTHER,Nippon Animation,JP,Historical|Foreign|Rural|Work|Classic Literature,80,994,551,76,61,0,8,10,8,20,36,53,67,77,67,42,66.0,768,0.7174479166666666,0.12121212121212122,0.5641316685584563,388,0.2809278350515464,3.246005904076029,1.3979400086720377,-16,Sebelum 2015
3164,Ichigo Ichie: Koibana Tomobana,,TV_SHORT,FINISHED,13,5,FALL,2007,45.0,49.0,297,1,0,1,Comedy,,,JP,,24,143,90,29,11,0,12,4,4,5,12,8,8,2,2,7,45.0,154,0.5844155844155844,0.24369747899159663,0.48148148148148145,64,0.140625,2.4727564493172123,0.3010299956639812,7,Sebelum 2015
3165,Hidamari Sketch Tokubetsu-hen,,SPECIAL,FINISHED,2,24,FALL,2007,74.0,74.0,7607,44,0,2,Comedy|Slice of Life,MANGA,Shaft,JP,Cute Girls Doing Cute Things|Iyashikei|Primarily Female Cast|School|Female Protagonist,99,1384,5993,58,73,0,16,9,25,43,181,411,1122,1096,550,289,74.0,6223,0.9630403342439338,0.009585192530160304,0.1819376889706849,3742,0.2242116515232496,3.881213416255019,1.6532125137753437,7,Sebelum 2015
3166,Ayakashi,,TV,FINISHED,12,24,FALL,2007,56.0,57.0,4464,15,0,4,Action|Fantasy|Horror|Sci-Fi,VISUAL_NOVEL,Tokyo Kids,JP,Youkai|Gore|School|Nudity|Heterosexual,182,1839,2003,304,136,0,49,68,90,178,237,324,277,183,43,67,56.0,2625,0.7630476190476191,0.1317728651928912,0.41196236559139787,1516,0.07255936675461741,3.6497241859295224,1.2041199826559248,7,Sebelum 2015
3167,Eve no Jikan: Are you enjoying the time of EVE?,Time of Eve,ONA,FINISHED,6,19,SUMMER,2008,77.0,77.0,39105,466,0,2,Sci-Fi|Slice of Life,ORIGINAL,Studio Rikka,JP,Robots|Artificial Intelligence|Philosophy|Bar|Male Protagonist,841,19185,18111,372,596,0,46,29,79,141,511,1170,3014,4482,3073,1289,77.0,19920,0.9091867469879518,0.020126602824216848,0.49060222477944,13834,0.31531010553708255,4.59223229022401,2.6693168805661123,8,Sebelum 2015
3174,sola Specials,,SPECIAL,FINISHED,2,24,FALL,2007,64.0,65.0,3083,11,0,4,Comedy|Romance|Slice of Life|Supernatural,MANGA,Nomad,JP,Kuudere|Youkai,58,721,2217,40,47,0,10,27,54,63,197,283,468,238,80,53,64.0,2362,0.9386113463166808,0.017722640673460344,0.23386312033733378,1473,0.09029192124915139,3.488973524726508,1.0791812460476249,7,Sebelum 2015
3175,Kaitei Choutokkyuu: Marine Express,Undersea Super Train: Marine Express,SPECIAL,FINISHED,1,91,SUMMER,1979,58.0,60.0,996,23,0,5,Action|Adventure|Comedy|Drama|Sci-Fi,,Tezuka Productions,JP,Trains|Crossover|Meta|Anachronism|Lost Civilization,22,383,551,26,14,0,13,20,17,36,41,63,61,65,38,11,58.0,613,0.8988580750407831,0.045060658578856154,0.3845381526104418,365,0.13424657534246576,2.998259338423699,1.380211241711606,-21,Sebelum 2015
